Id,Rainfall,Temperature,Humidity,Water,Day,Mean,Date
2778,1278,22,18,560,1,795,01-Sep-13
2779,1047,23,10,591,2,790,02-Sep-13
2780,1112,19,15,569,3,798,03-Sep-13
2781,732,33,25,872,4,795,04-Sep-13
2782,819,32,16,943,5,803,05-Sep-13
2783,603,25,23,1069,6,792,06-Sep-13
2784,1284,20,17,713,7,800,07-Sep-13
2785,953,25,22,958,1,810,08-Sep-13
2786,1215,21,22,511,2,801,09-Sep-13
2787,1076,19,14,558,3,809,10-Sep-13
2788,1434,19,17,567,4,806,11-Sep-13
2789,1456,20,15,562,5,791,12-Sep-13
2790,1297,23,20,684,6,798,13-Sep-13
2791,937,25,10,1114,7,797,14-Sep-13
2792,713,29,20,933,1,804,15-Sep-13
2793,1069,19,13,523,2,797,16-Sep-13
2794,531,29,14,994,3,800,17-Sep-13
2795,1171,21,25,522,4,807,18-Sep-13
2796,652,25,22,882,5,810,19-Sep-13
2797,696,34,14,1111,6,810,20-Sep-13
2798,716,27,23,1090,7,806,21-Sep-13
2799,1048,21,25,549,1,805,22-Sep-13
2800,775,30,19,936,2,805,23-Sep-13
2801,870,34,23,970,3,805,24-Sep-13
2802,1140,20,21,525,4,803,25-Sep-13
2803,748,32,14,1017,5,803,26-Sep-13
2804,1254,21,25,621,6,799,27-Sep-13
2805,778,31,11,1121,7,790,28-Sep-13
2806,826,31,22,883,1,800,29-Sep-13
2807,1219,22,13,602,2,810,30-Sep-13
2808,527,34,20,938,3,806,01-Oct-13
2809,772,28,21,940,4,802,02-Oct-13
2810,1119,23,17,535,5,790,03-Oct-13
2811,812,33,19,1187,6,802,04-Oct-13
2812,1089,22,16,734,7,802,05-Oct-13
2813,695,25,20,886,1,807,06-Oct-13
2814,1377,21,18,524,2,798,07-Oct-13
2815,815,33,12,933,3,795,08-Oct-13
2816,977,34,21,872,4,791,09-Oct-13
2817,1222,22,24,480,5,792,10-Oct-13
2818,1108,20,23,676,6,806,11-Oct-13
2819,1463,19,11,752,7,793,12-Oct-13
2820,1411,21,19,554,1,810,13-Oct-13
2821,648,27,14,985,2,808,14-Oct-13
2822,863,27,15,952,3,799,15-Oct-13
2823,540,26,19,914,4,796,16-Oct-13
2824,1204,19,13,568,5,800,17-Oct-13
2825,510,25,13,1108,6,809,18-Oct-13
2826,1070,19,16,642,7,805,19-Oct-13
2827,858,32,11,917,1,791,20-Oct-13
2828,1338,22,16,536,2,807,21-Oct-13
2829,1266,19,14,538,3,798,22-Oct-13
2830,1011,19,22,543,4,797,23-Oct-13
2831,1137,21,12,599,5,809,24-Oct-13
2832,1150,20,24,648,6,802,25-Oct-13
2833,1392,20,21,665,7,792,26-Oct-13
2834,1403,21,17,548,1,810,27-Oct-13
2835,1294,20,13,609,2,800,28-Oct-13
2836,510,28,19,969,3,791,29-Oct-13
2837,1047,19,11,523,4,808,30-Oct-13
2838,1053,21,10,607,5,800,31-Oct-13
2839,1332,19,14,718,6,792,01-Nov-13
2840,1344,23,14,674,7,807,02-Nov-13
2841,1381,23,25,516,1,792,03-Nov-13
2842,718,34,18,928,2,798,04-Nov-13
2843,1186,19,11,582,3,806,05-Nov-13
2844,1152,21,16,540,4,792,06-Nov-13
2845,601,28,16,989,5,808,07-Nov-13
2846,623,28,25,1076,6,794,08-Nov-13
2847,999,30,25,1118,7,801,09-Nov-13
2848,1418,19,22,559,1,810,10-Nov-13
2849,543,34,17,989,2,803,11-Nov-13
2850,685,32,15,955,3,804,12-Nov-13
2851,929,30,13,967,4,793,13-Nov-13
2852,1041,23,13,586,5,809,14-Nov-13
2853,843,31,10,1081,6,793,15-Nov-13
2854,1351,22,15,686,7,795,16-Nov-13
2855,726,29,16,985,1,808,17-Nov-13
2856,659,31,13,971,2,797,18-Nov-13
2857,779,30,11,959,3,807,19-Nov-13
2858,1445,19,15,547,4,800,20-Nov-13
2859,928,25,13,1007,5,799,21-Nov-13
2860,1087,20,11,672,6,805,22-Nov-13
2861,1286,22,23,631,7,797,23-Nov-13
2862,776,25,22,911,1,805,24-Nov-13
2863,1224,23,25,531,2,800,25-Nov-13
2864,983,30,16,977,3,806,26-Nov-13
2865,739,29,13,1005,4,807,27-Nov-13
2866,1483,22,13,540,5,809,28-Nov-13
2867,612,30,22,1086,6,810,29-Nov-13
2868,1169,20,24,598,7,804,30-Nov-13
2869,1058,23,24,513,1,790,01-Dec-13
2870,546,33,23,877,2,802,02-Dec-13
2871,899,26,14,930,3,795,03-Dec-13
2872,936,33,23,948,4,804,04-Dec-13
2873,1072,20,17,585,5,792,05-Dec-13
2874,591,26,16,1143,6,790,06-Dec-13
2875,1277,19,22,743,7,797,07-Dec-13
2876,1298,23,25,523,1,805,08-Dec-13
2877,649,28,20,941,2,807,09-Dec-13
2878,812,28,17,925,3,793,10-Dec-13
2879,619,32,24,961,4,795,11-Dec-13
2880,946,34,11,938,5,798,12-Dec-13
2881,1429,22,15,718,6,804,13-Dec-13
2882,629,28,19,1124,7,797,14-Dec-13
2883,700,31,24,924,1,800,15-Dec-13
2884,993,33,13,973,2,806,16-Dec-13
2885,1057,22,22,508,3,803,17-Dec-13
2886,1253,20,23,566,4,806,18-Dec-13
2887,669,25,16,1014,5,806,19-Dec-13
2888,1407,19,20,620,6,802,20-Dec-13
2889,1411,23,21,718,7,794,21-Dec-13
2890,540,29,14,953,1,809,22-Dec-13
2891,1311,23,14,576,2,810,23-Dec-13
2892,1334,22,22,491,3,795,24-Dec-13
2893,1161,19,24,526,4,808,25-Dec-13
2894,890,28,19,969,5,803,26-Dec-13
2895,1406,19,24,688,6,806,27-Dec-13
2896,1178,19,15,716,7,804,28-Dec-13
2897,1227,19,21,560,1,805,29-Dec-13
2898,1433,19,22,509,2,795,30-Dec-13
2899,731,29,11,989,3,803,31-Dec-13
2900,1064,21,16,566,4,804,01-Jan-14
2901,1223,23,24,493,5,809,02-Jan-14
2902,732,26,12,1056,6,809,03-Jan-14
2903,667,30,19,1178,7,800,04-Jan-14
2904,1499,21,25,487,1,810,05-Jan-14
2905,1263,22,17,566,2,796,06-Jan-14
2906,1147,23,17,572,3,793,07-Jan-14
2907,524,30,23,905,4,794,08-Jan-14
2908,1084,20,20,561,5,807,09-Jan-14
2909,1129,19,24,756,6,802,10-Jan-14
2910,1139,19,15,717,7,799,11-Jan-14
2911,1395,20,21,478,1,803,12-Jan-14
2912,668,32,10,920,2,793,13-Jan-14
2913,713,34,22,933,3,797,14-Jan-14
2914,717,25,20,882,4,797,15-Jan-14
2915,715,31,21,971,5,792,16-Jan-14
2916,1168,22,17,624,6,799,17-Jan-14
2917,836,27,10,1139,7,792,18-Jan-14
2918,1276,19,17,535,1,801,19-Jan-14
2919,1433,20,24,542,2,801,20-Jan-14
2920,1048,21,23,527,3,808,21-Jan-14
2921,809,25,16,929,4,810,22-Jan-14
2922,972,25,18,998,5,807,23-Jan-14
2923,1166,20,11,681,6,808,24-Jan-14
2924,1201,20,19,668,7,794,25-Jan-14
2925,943,30,16,952,1,792,26-Jan-14
2926,716,25,16,970,3,796,27-Jan-14
2927,1126,20,25,520,4,803,28-Jan-14
2928,956,32,14,999,5,791,29-Jan-14
2929,979,32,12,1100,6,810,30-Jan-14
2930,926,25,23,1053,7,790,31-Jan-14
2931,718,25,19,935,1,802,01-Feb-14
2932,557,34,22,909,2,808,02-Feb-14
2933,516,33,13,930,3,790,03-Feb-14
2934,861,26,14,980,4,807,04-Feb-14
2935,1086,19,11,587,5,793,05-Feb-14
2936,1024,22,25,755,6,809,06-Feb-14
2937,789,33,10,1029,7,794,07-Feb-14
2938,909,32,17,920,1,807,08-Feb-14
2939,785,30,22,893,2,795,09-Feb-14
2940,1429,20,22,540,3,810,10-Feb-14
2941,1255,19,25,484,4,791,11-Feb-14
2942,1268,23,14,518,5,802,12-Feb-14
2943,1486,23,23,637,6,807,13-Feb-14
2944,1134,22,20,697,7,803,14-Feb-14
2945,860,34,25,946,1,800,15-Feb-14
2946,926,25,24,941,2,805,16-Feb-14
2947,528,34,25,969,3,799,17-Feb-14
2948,1102,20,12,517,4,806,18-Feb-14
2949,1308,19,16,579,5,808,19-Feb-14
2950,1425,19,13,762,6,795,20-Feb-14
2951,1114,19,16,771,7,799,21-Feb-14
2952,860,34,16,953,1,802,22-Feb-14
2953,1044,20,17,575,2,805,23-Feb-14
2954,1054,21,23,561,3,799,24-Feb-14
2955,1043,22,20,560,4,795,25-Feb-14
2956,767,29,10,919,5,807,26-Feb-14
2957,1245,22,14,690,6,809,27-Feb-14
2958,1095,19,22,652,7,796,28-Feb-14
2959,1197,21,15,528,1,804,01-Mar-14
2960,941,31,23,885,2,792,02-Mar-14
2961,1387,21,23,555,3,792,03-Mar-14
2962,1471,20,23,486,4,809,04-Mar-14
2963,1006,23,20,470,5,809,05-Mar-14
2964,1345,21,10,710,6,798,06-Mar-14
2965,1281,22,15,726,7,810,07-Mar-14
2966,1328,23,11,531,1,808,08-Mar-14
2967,543,25,12,973,2,807,09-Mar-14
2968,687,32,15,972,3,805,10-Mar-14
2969,1313,20,15,610,4,799,11-Mar-14
2970,1492,19,22,544,5,805,12-Mar-14
2971,753,28,22,1083,6,807,13-Mar-14
2972,1318,20,12,756,7,803,14-Mar-14
2973,804,30,13,930,1,805,15-Mar-14
2974,533,29,19,957,2,802,16-Mar-14
2975,1156,19,11,544,3,800,17-Mar-14
2976,1497,21,12,584,4,791,18-Mar-14
2977,607,26,23,948,5,796,19-Mar-14
2978,1478,19,15,777,6,793,20-Mar-14
2979,1104,19,14,797,7,797,21-Mar-14
2980,1423,22,15,587,1,803,22-Mar-14
2981,1224,22,10,561,2,810,23-Mar-14
2982,540,27,17,999,3,801,24-Mar-14
2983,774,29,12,948,4,802,25-Mar-14
2984,943,25,11,919,5,807,26-Mar-14
2985,545,29,13,1198,6,796,27-Mar-14
2986,1472,19,19,778,7,797,28-Mar-14
2987,1141,23,16,557,1,790,29-Mar-14
2988,500,27,18,1012,2,794,30-Mar-14
2989,1254,23,18,573,3,796,31-Mar-14
2990,843,33,18,983,4,793,01-Apr-14
2991,621,26,17,1003,5,806,02-Apr-14
2992,1019,22,22,720,6,799,03-Apr-14
2993,1132,23,12,700,7,810,04-Apr-14
2994,1279,20,17,584,1,793,05-Apr-14
2995,594,31,21,875,2,798,06-Apr-14
2996,1223,20,10,532,3,807,07-Apr-14
2997,1368,23,20,541,4,790,08-Apr-14
2998,702,32,25,873,5,809,09-Apr-14
2999,665,28,13,1101,6,793,10-Apr-14
3000,533,26,13,1178,7,798,11-Apr-14
3001,851,31,16,998,1,797,12-Apr-14
3002,730,31,24,938,2,805,13-Apr-14
3003,1450,21,23,539,3,798,14-Apr-14
3004,657,26,24,905,4,796,15-Apr-14
3005,974,26,23,895,5,795,16-Apr-14
3006,504,27,25,1109,6,804,17-Apr-14
3007,1067,23,15,746,7,793,18-Apr-14
3008,617,25,17,980,1,806,19-Apr-14
3009,696,33,10,989,2,792,20-Apr-14
3010,1437,20,18,589,3,806,21-Apr-14
3011,866,31,17,949,4,807,22-Apr-14
3012,1480,21,24,556,5,793,23-Apr-14
3013,711,31,18,1186,6,801,24-Apr-14
3014,1209,19,15,714,7,791,25-Apr-14
3015,1440,21,13,511,1,797,26-Apr-14
3016,830,34,12,972,2,803,27-Apr-14
3017,1402,20,22,516,3,800,28-Apr-14
3018,658,31,19,1003,4,808,29-Apr-14
3019,1398,19,13,563,5,806,30-Apr-14
3020,844,33,21,1127,6,795,01-May-14
3021,1020,22,18,703,7,808,02-May-14
3022,993,25,18,1004,1,794,03-May-14
3023,1456,20,10,598,2,803,04-May-14
3024,672,25,12,1000,3,803,05-May-14
3025,836,29,16,968,4,802,06-May-14
3026,923,30,12,1001,5,805,07-May-14
3027,660,34,21,1071,6,804,08-May-14
3028,579,26,10,1173,7,799,09-May-14
3029,1321,22,14,582,1,799,10-May-14
3030,1375,21,10,563,2,806,11-May-14
3031,1064,19,17,515,3,795,12-May-14
3032,1041,21,12,552,4,806,13-May-14
3033,1242,20,19,570,5,805,14-May-14
3034,1383,22,21,641,6,807,15-May-14
3035,1243,21,14,728,7,791,16-May-14
3036,1022,20,19,582,1,793,17-May-14
3037,633,28,24,908,2,801,18-May-14
3038,1018,21,19,598,3,798,19-May-14
3039,1189,23,13,572,4,790,20-May-14
3040,557,26,25,939,5,790,21-May-14
3041,578,26,15,1050,6,795,22-May-14
3042,556,27,19,1140,7,809,23-May-14
3043,1406,19,10,518,1,796,24-May-14
3044,613,32,10,933,2,795,25-May-14
3045,984,28,14,975,3,795,26-May-14
3046,1216,19,25,491,4,798,27-May-14
3047,927,25,17,985,5,796,28-May-14
3048,1018,21,19,776,6,802,29-May-14
3049,1103,20,15,790,7,790,30-May-14
3050,1126,22,12,597,1,795,31-May-14
3051,580,30,13,1016,2,797,01-Jun-14
3052,935,25,20,886,3,803,02-Jun-14
3053,1434,23,10,551,4,810,03-Jun-14
3054,1494,19,17,546,5,808,04-Jun-14
3055,1482,21,17,694,6,804,05-Jun-14
3056,795,26,16,1089,7,803,06-Jun-14
3057,1299,21,18,570,1,794,07-Jun-14
3058,932,34,21,908,2,803,08-Jun-14
3059,822,34,23,967,3,803,09-Jun-14
3060,721,31,24,883,4,801,10-Jun-14
3061,826,32,12,980,5,796,11-Jun-14
3062,506,31,24,1078,6,807,12-Jun-14
3063,1312,23,16,715,7,793,13-Jun-14
3064,592,34,19,919,1,810,14-Jun-14
3065,769,34,19,966,2,795,15-Jun-14
3066,1215,22,17,535,3,805,16-Jun-14
3067,939,26,15,982,4,793,17-Jun-14
3068,706,26,15,983,5,797,18-Jun-14
3069,1481,22,24,685,6,804,19-Jun-14
3070,1433,22,20,631,7,800,20-Jun-14
3071,1380,20,11,544,1,806,21-Jun-14
3072,748,27,13,989,2,796,22-Jun-14
3073,967,31,10,919,3,791,23-Jun-14
3074,928,27,18,964,4,798,24-Jun-14
3075,1492,23,11,551,5,808,25-Jun-14
3076,954,32,22,1129,6,808,26-Jun-14
3077,854,28,19,1080,7,797,27-Jun-14
3078,1028,20,11,589,1,810,28-Jun-14
3079,973,31,10,962,2,794,29-Jun-14
3080,513,27,24,912,3,808,30-Jun-14
3081,727,29,15,924,4,800,01-Jul-14
3082,1106,21,21,491,5,797,02-Jul-14
3083,1193,23,25,636,6,805,03-Jul-14
3084,1304,21,20,641,7,794,04-Jul-14
3085,674,32,18,919,1,807,05-Jul-14
3086,1168,19,14,544,2,806,06-Jul-14
3087,944,30,13,955,3,791,07-Jul-14
3088,1427,20,16,593,4,801,08-Jul-14
3089,586,33,11,1005,5,793,09-Jul-14
3090,817,31,20,1016,6,809,10-Jul-14
3091,559,30,21,1021,7,809,11-Jul-14
3092,530,33,14,953,1,800,12-Jul-14
3093,1446,20,13,541,2,809,13-Jul-14
3094,630,29,15,993,4,809,14-Jul-14
3095,1246,19,22,519,5,805,15-Jul-14
3096,595,30,21,1029,6,799,16-Jul-14
3097,1229,22,15,731,7,797,17-Jul-14
3098,601,31,22,881,1,794,18-Jul-14
3099,1307,20,25,502,2,809,19-Jul-14
3100,1031,21,16,526,3,807,20-Jul-14
3101,639,32,23,942,4,793,21-Jul-14
3102,998,30,21,965,5,806,22-Jul-14
3103,1469,20,25,631,6,799,23-Jul-14
3104,901,33,12,1075,7,791,24-Jul-14
3105,1018,21,15,577,1,799,25-Jul-14
3106,1252,23,14,567,2,804,26-Jul-14
3107,1121,22,15,555,3,805,27-Jul-14
3108,1435,23,25,540,4,794,28-Jul-14
3109,957,32,11,973,5,794,29-Jul-14
3110,990,27,20,1070,6,810,30-Jul-14
3111,1151,20,20,666,7,805,31-Jul-14
3112,597,33,23,882,1,806,01-Aug-14
3113,967,25,22,922,2,801,02-Aug-14
3114,538,27,18,945,3,796,03-Aug-14
3115,777,26,25,966,4,808,04-Aug-14
3116,697,29,14,940,5,791,05-Aug-14
3117,1090,20,12,700,6,803,06-Aug-14
3118,1048,23,19,634,7,791,07-Aug-14
3119,1134,22,19,536,1,798,08-Aug-14
3120,636,25,23,923,2,796,09-Aug-14
3121,575,34,10,999,3,805,10-Aug-14
3122,741,33,25,912,4,804,11-Aug-14
3123,669,30,15,949,5,809,12-Aug-14
3124,921,31,12,1106,6,807,13-Aug-14
3125,984,31,12,1080,7,810,14-Aug-14
3126,797,27,22,961,1,809,15-Aug-14
3127,1081,21,21,536,2,792,16-Aug-14
3128,792,31,17,919,3,795,17-Aug-14
3129,1206,19,13,607,4,808,18-Aug-14
3130,656,27,21,918,5,794,19-Aug-14
3131,841,34,11,1073,6,797,20-Aug-14
3132,596,34,18,1051,7,801,21-Aug-14
3133,799,31,22,921,1,807,22-Aug-14
3134,1233,22,25,529,2,808,23-Aug-14
3135,608,34,16,967,3,808,24-Aug-14
3136,1181,22,14,548,4,804,25-Aug-14
3137,597,31,22,909,5,792,26-Aug-14
3138,706,31,14,1090,6,793,27-Aug-14
3139,1456,20,19,709,7,803,28-Aug-14
3140,801,26,15,926,1,808,29-Aug-14
3141,1197,23,11,564,2,798,30-Aug-14
3142,1325,20,10,563,3,806,31-Aug-14
3143,960,27,23,950,4,801,01-Sep-14
3144,627,31,25,955,5,806,02-Sep-14
3145,1472,19,20,649,6,802,03-Sep-14
3146,1161,21,25,630,7,796,04-Sep-14
3147,1191,21,20,499,1,807,05-Sep-14
3148,1212,21,12,552,2,800,06-Sep-14
3149,1445,22,19,573,3,803,07-Sep-14
3150,1355,19,25,508,4,792,08-Sep-14
3151,1359,23,25,476,5,807,09-Sep-14
3152,785,32,18,1178,6,808,10-Sep-14
3153,947,25,17,1171,7,798,11-Sep-14
3154,1489,21,16,556,1,797,12-Sep-14
3155,790,34,18,965,2,807,13-Sep-14
3156,1138,21,14,595,3,797,14-Sep-14
3157,1392,19,13,600,4,805,15-Sep-14
3158,1444,23,20,535,5,805,16-Sep-14
3159,765,27,17,1146,6,793,17-Sep-14
3160,690,26,18,1074,7,808,18-Sep-14
3161,532,30,17,922,1,795,19-Sep-14
3162,683,26,15,1005,2,792,20-Sep-14
3163,1073,23,10,603,3,791,21-Sep-14
3164,1484,23,11,614,4,804,22-Sep-14
3165,719,26,22,973,5,804,23-Sep-14
3166,890,34,20,1059,6,798,24-Sep-14
3167,699,29,23,1097,7,791,25-Sep-14
3168,1449,23,11,539,1,797,26-Sep-14
3169,962,34,16,1016,2,806,27-Sep-14
3170,1454,19,14,595,3,790,28-Sep-14
3171,1327,22,14,556,4,795,29-Sep-14
3172,1271,21,19,562,5,810,30-Sep-14
3173,1163,23,18,771,6,799,01-Oct-14
3174,1132,21,25,613,7,797,02-Oct-14
3175,506,31,22,931,1,801,03-Oct-14
3176,842,34,23,911,2,798,04-Oct-14
3177,924,32,14,967,3,795,05-Oct-14
3178,1366,19,25,499,4,795,06-Oct-14
3179,1307,20,17,531,5,802,07-Oct-14
3180,1398,20,22,682,6,793,08-Oct-14
3181,1220,20,22,683,7,791,09-Oct-14
3182,1111,23,14,573,1,808,10-Oct-14
3183,1147,20,21,499,2,795,11-Oct-14
3184,1195,23,10,604,3,791,12-Oct-14
3185,1191,19,10,525,4,808,13-Oct-14
3186,1386,20,13,551,5,806,14-Oct-14
3187,812,34,22,1084,6,807,15-Oct-14
3188,515,28,21,1100,7,801,16-Oct-14
3189,1130,22,20,539,1,799,17-Oct-14
3190,596,34,12,920,2,790,18-Oct-14
3191,905,28,16,948,3,797,19-Oct-14
3192,1142,20,21,494,4,794,20-Oct-14
3193,826,28,25,946,5,794,21-Oct-14
3194,888,33,17,1125,6,807,22-Oct-14
3195,791,31,11,1113,7,796,23-Oct-14
3196,1182,19,25,563,1,790,24-Oct-14
3197,1205,21,19,527,2,791,25-Oct-14
3198,875,32,13,1012,3,795,26-Oct-14
3199,981,33,23,953,4,807,27-Oct-14
3200,693,33,23,876,5,809,28-Oct-14
3201,1373,21,12,726,6,807,29-Oct-14
3202,1077,20,10,702,7,803,30-Oct-14
3203,912,25,10,945,1,805,31-Oct-14
3204,1166,22,12,561,2,807,01-Nov-14
3205,847,29,13,952,3,803,02-Nov-14
3206,823,34,17,984,4,796,03-Nov-14
3207,952,28,18,999,5,795,04-Nov-14
3208,1272,21,23,597,6,793,05-Nov-14
3209,910,32,13,1120,7,793,06-Nov-14
3210,1439,23,17,547,1,797,07-Nov-14
3211,762,31,19,986,2,797,08-Nov-14
3212,1176,19,23,555,3,790,09-Nov-14
3213,983,26,22,928,4,796,10-Nov-14
3214,877,31,25,958,5,793,11-Nov-14
3215,895,28,22,1129,6,797,12-Nov-14
3216,1128,23,11,662,7,794,13-Nov-14
3217,825,33,24,968,1,798,14-Nov-14
3218,903,31,19,955,2,792,15-Nov-14
3219,663,25,24,871,3,794,16-Nov-14
3220,1289,19,11,551,4,808,17-Nov-14
3221,1499,20,17,524,5,803,18-Nov-14
3222,704,29,16,1116,6,804,19-Nov-14
3223,994,33,24,1044,7,801,20-Nov-14
3224,1400,20,14,606,1,796,21-Nov-14
3225,1024,19,17,517,2,808,22-Nov-14
3226,1250,23,13,569,3,806,23-Nov-14
3227,1345,20,11,544,4,810,24-Nov-14
3228,785,28,15,913,5,805,25-Nov-14
3229,1217,21,13,670,6,793,26-Nov-14
3230,1346,22,19,722,7,794,27-Nov-14
3231,555,34,11,954,1,798,28-Nov-14
3232,1346,19,14,566,2,793,29-Nov-14
3233,534,28,17,968,3,808,30-Nov-14
3234,770,27,23,945,4,792,01-Dec-14
3235,1101,23,20,510,5,807,02-Dec-14
3236,1164,21,10,788,6,799,03-Dec-14
3237,955,30,17,1173,7,809,04-Dec-14
3238,1069,21,15,556,1,804,05-Dec-14
3239,510,25,24,949,2,803,06-Dec-14
3240,796,33,15,995,3,791,07-Dec-14
3241,1470,21,19,610,4,796,08-Dec-14
3242,765,28,14,954,5,794,09-Dec-14
3243,984,30,19,1073,6,795,10-Dec-14
3244,1169,19,21,660,7,804,11-Dec-14
3245,786,31,21,886,1,796,12-Dec-14
3246,1114,20,11,579,2,793,13-Dec-14
3247,791,33,11,973,3,808,14-Dec-14
3248,1447,22,11,611,4,794,15-Dec-14
3249,667,34,24,929,5,804,16-Dec-14
3250,936,30,14,1055,6,807,17-Dec-14
3251,1304,21,11,729,7,795,18-Dec-14
3252,939,32,15,928,1,807,19-Dec-14
3253,500,25,10,998,2,792,20-Dec-14
3254,1266,22,23,523,3,797,21-Dec-14
3255,1437,21,14,570,4,799,22-Dec-14
3256,883,25,13,964,5,804,23-Dec-14
3257,1390,20,13,709,6,807,24-Dec-14
3258,1395,21,21,607,7,808,25-Dec-14
3259,1356,19,22,508,1,809,26-Dec-14
3260,880,32,21,958,2,798,27-Dec-14
3261,802,25,24,964,3,798,28-Dec-14
3262,780,31,17,947,4,810,29-Dec-14
3263,1479,21,24,666,6,806,30-Dec-14
3264,511,34,20,1125,7,793,31-Dec-14
3265,521,29,16,954,1,796,01-Jan-15
3266,938,33,20,911,2,790,02-Jan-15
3267,1353,19,11,594,3,800,03-Jan-15
3268,894,28,10,942,4,801,04-Jan-15
3269,856,29,11,992,5,795,05-Jan-15
3270,581,30,19,1131,6,809,06-Jan-15
3271,1065,19,13,718,7,791,07-Jan-15
3272,590,25,10,963,1,792,08-Jan-15
3273,1166,22,15,576,2,809,09-Jan-15
3274,903,32,11,992,3,810,10-Jan-15
3275,1430,23,21,568,4,797,11-Jan-15
3276,1009,20,19,605,5,794,12-Jan-15
3277,784,26,23,1071,6,795,13-Jan-15
3278,612,28,23,1115,7,810,14-Jan-15
3279,1409,23,20,505,1,791,15-Jan-15
3280,552,29,24,956,2,790,16-Jan-15
3281,1115,21,11,561,3,810,17-Jan-15
3282,1448,21,22,541,4,806,18-Jan-15
3283,910,33,23,941,5,791,19-Jan-15
3284,1214,22,22,694,6,792,20-Jan-15
3285,958,29,20,1059,7,806,21-Jan-15
3286,1190,22,17,570,1,790,22-Jan-15
3287,1269,20,15,517,2,800,23-Jan-15
3288,788,25,19,967,3,804,24-Jan-15
3289,1263,19,19,560,4,800,25-Jan-15
3290,1082,20,13,545,5,793,26-Jan-15
3291,1219,22,11,694,6,804,27-Jan-15
3292,956,27,11,1059,7,806,28-Jan-15
3293,1253,22,22,545,1,795,29-Jan-15
3294,1199,19,18,617,2,804,30-Jan-15
3295,818,33,12,925,3,791,31-Jan-15
3296,840,28,20,884,4,805,01-Feb-15
3297,542,25,22,935,5,790,02-Feb-15
3298,640,32,19,1124,6,791,03-Feb-15
3299,550,25,17,1161,7,803,04-Feb-15
3300,1273,22,11,608,1,806,05-Feb-15
3301,707,34,22,908,2,796,06-Feb-15
3302,1475,21,16,594,3,794,07-Feb-15
3303,778,30,15,968,4,806,08-Feb-15
3304,1033,19,23,508,5,793,09-Feb-15
3305,782,27,17,1146,6,794,10-Feb-15
3306,628,26,23,1086,7,807,11-Feb-15
3307,1109,20,18,589,1,802,12-Feb-15
3308,1086,23,25,563,2,793,13-Feb-15
3309,802,31,13,947,3,795,14-Feb-15
3310,1198,19,25,496,4,798,15-Feb-15
3311,1450,22,12,598,5,799,16-Feb-15
3312,1483,20,22,712,6,797,17-Feb-15
3313,1128,21,10,664,7,794,18-Feb-15
3314,1236,21,25,503,1,793,19-Feb-15
3315,1016,23,24,515,2,802,20-Feb-15
3316,866,32,10,960,3,790,21-Feb-15
3317,1048,22,18,512,4,803,22-Feb-15
3318,1091,19,16,578,5,790,23-Feb-15
3319,650,28,12,1170,6,806,24-Feb-15
3320,552,26,18,1165,7,796,25-Feb-15
3321,1256,21,20,500,1,790,26-Feb-15
3322,679,27,22,898,2,795,27-Feb-15
3323,858,27,22,881,3,807,28-Feb-15
3324,1357,21,22,483,4,800,01-Mar-15
3325,1008,22,13,588,5,801,02-Mar-15
3326,1351,20,19,726,6,799,03-Mar-15
3327,872,34,15,1160,7,808,04-Mar-15
3328,981,28,16,954,1,790,05-Mar-15
3329,916,27,18,954,2,802,06-Mar-15
3330,984,32,16,916,3,801,07-Mar-15
3331,645,25,11,1004,4,792,08-Mar-15
3332,1153,19,12,536,5,797,09-Mar-15
3333,1237,19,21,662,6,798,10-Mar-15
3334,1378,21,13,726,7,804,11-Mar-15
3335,650,29,16,942,1,795,12-Mar-15
3336,563,29,11,953,2,802,13-Mar-15
3337,617,27,24,962,3,790,14-Mar-15
3338,1498,21,22,504,4,802,15-Mar-15
3339,592,33,13,995,5,801,16-Mar-15
3340,924,33,13,1169,6,791,17-Mar-15
3341,1049,23,13,711,7,810,18-Mar-15
3342,759,25,24,941,1,808,19-Mar-15
3343,1496,21,18,602,2,802,20-Mar-15
3344,1464,21,18,606,3,809,21-Mar-15
3345,791,31,16,974,4,805,22-Mar-15
3346,913,33,18,955,5,796,23-Mar-15
3347,583,27,25,999,6,792,24-Mar-15
3348,660,26,10,1114,7,805,25-Mar-15
3349,983,34,18,995,1,804,26-Mar-15
3350,931,32,24,965,2,810,27-Mar-15
3351,619,28,11,966,3,804,28-Mar-15
3352,818,25,11,983,4,790,29-Mar-15
3353,974,34,16,1003,5,803,30-Mar-15
3354,1033,23,23,746,6,810,31-Mar-15
3355,1017,22,16,711,7,794,01-Apr-15
3356,834,31,11,951,1,803,02-Apr-15
3357,919,28,14,992,2,799,03-Apr-15
3358,908,28,22,915,3,801,04-Apr-15
3359,695,28,22,957,4,796,05-Apr-15
3360,636,30,20,959,5,793,06-Apr-15
3361,934,32,22,1095,6,807,07-Apr-15
3362,1215,23,16,722,7,798,08-Apr-15
3363,660,29,15,951,1,808,09-Apr-15
3364,831,25,18,912,2,792,10-Apr-15
3365,622,33,11,956,3,809,11-Apr-15
3366,840,31,16,1004,4,807,12-Apr-15
3367,541,26,13,942,5,800,13-Apr-15
3368,1035,21,21,677,6,798,14-Apr-15
3369,1389,23,13,675,7,794,15-Apr-15
3370,1203,21,17,525,1,797,16-Apr-15
